"Местное время в Бохане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.05.2020 11:00";"13.3";"721.0";"760.1";"";"41";"Ветер, дующий с западо-северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"0.2";"";"";"";"";"";"";
"30.05.2020 08:00";"6.1";"722.3";"762.4";"";"68";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"-3.0";"";"";"";"";"";"";"50.0";"0.5";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"-3.0";"";"";
"30.05.2020 05:00";"-2.9";"722.6";"764.2";"";"92";"Ветер, дующий с северо-северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-4.0";"";"";"";"";"";"";
"30.05.2020 02:00";"-0.5";"722.5";"763.7";"";"89";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"29.05.2020 23:00";"3.7";"722.5";"763.1";"";"75";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-0.3";"";"";"";"";"";"";
"29.05.2020 20:00";"12.6";"721.8";"761.0";"";"37";"Ветер, дующий с северо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"";"14.6";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-1.8";"Осадков нет";"12";"";"";"";"";
"29.05.2020 17:00";"13.3";"721.2";"760.3";"";"34";"Ветер, дующий с северо-запада";"3";"";"";"60%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"60%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-2.3";"";"";"";"";"";"";
"29.05.2020 14:00";"12.7";"721.8";"761.0";"";"38";"Ветер, дующий с западо-северо-запада";"4";"";"10";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-1.5";"";"";"";"";"";"";
"29.05.2020 11:00";"11.0";"722.5";"762.0";"";"46";"Ветер, дующий с северо-северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"50.0";"-0.2";"";"";"";"";"";"";
"29.05.2020 08:00";"7.2";"722.8";"762.9";"";"72";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"1.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"50.0";"2.4";"Осадков нет";"12";"Cухая (без трещин, заметного количества пыли или сыпучего песка)";"2.0";"";"";
