"Местное время в Заярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"26.11.2020 20:00";"-8.3";"742.0";"";"";"78";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"26.11.2020 08:00";"-8.7";"740.0";"";"";"89";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"-8.8";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"25.11.2020 20:00";"-7.7";"740.0";"";"";"84";"Ветер, дующий с востока";"1";"";"";"60%.";" ";"";"";"";"-5.7";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"25.11.2020 08:00";"-9.7";"739.0";"";"";"87";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-10.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"24.11.2020 20:00";"";"738.0";"";"";"86";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"-4.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"24.11.2020 08:00";"";"736.0";"";"";"89";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-6.0";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"23.11.2020 20:00";"-4.8";"732.0";"";"";"78";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"-2.9";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"23.11.2020 08:00";"-3.7";"727.0";"";"";"89";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-3.8";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"22.11.2020 20:00";"-3.3";"729.0";"";"";"90";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"22.11.2020 08:00";"-3.7";"726.0";"768.1";"";"89";"Ветер, дующий с запада";"4";"";"10";"100%.";"Состояние неба в общем не изменилось. ";"Метель";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-4.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-5.2";"3.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"24.0";
"21.11.2020 20:00";"-4.5";"728.0";"";"";"";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"-3.7";"";"";"";"";"";"";"";"5.0";"12";"";"";"";"";
"21.11.2020 08:00";"-5.7";"732.0";"";"";"79";"Ветер, дующий с запада";"5";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-8.1";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"20.11.2020 20:00";"-8.0";"733.0";"";"";"78";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-7.8";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"20.11.2020 08:00";"-9.9";"731.0";"";"";"75";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"-12.0";"";"";"";"";"";"";"";"";"0.7";"12";"";"";"";"";
"19.11.2020 20:00";"-11.9";"731.0";"";"";"85";"Ветер, дующий с северо-запада";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"4.0";"12";"";"";"";"";
"19.11.2020 08:00";"-11.8";"731.0";"";"";"90";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"-12.1";"";"";"";"";"";"";"";"";"7.0";"12";"";"";"";"";
"18.11.2020 20:00";"-11.3";"730.0";"";"";"80";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"-8.7";"";"";"";"";"";"";"";"1.0";"12";"";"";"";"";
"18.11.2020 08:00";"-9.9";"728.0";"";"";"94";"Ветер, дующий с севера";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-10.0";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"17.11.2020 20:00";"-8.7";"728.0";"";"";"95";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"-5.7";"";"";"";"";"";"";"";"0.2";"12";"";"";"";"";
"17.11.2020 08:00";"-11.5";"730.0";"";"";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"";"";"-14.1";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"16.11.2020 20:00";"-12.6";"731.0";"";"";"97";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"-7.0";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"16.11.2020 08:00";"-9.9";"730.0";"";"";"94";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";"Ливневый снег или ливневый дождь и снег. ";"";"";"-10.0";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"15.11.2020 20:00";"-9.3";"731.0";"";"";"95";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"15.11.2020 08:00";"-9.7";"732.0";"";"";"94";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"-9.7";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.11.2020 20:00";"-6.7";"733.0";"";"";"77";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-3.6";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"14.11.2020 08:00";"-4.3";"732.0";"";"";"63";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"-4.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"13.11.2020 20:00";"-0.2";"725.0";"";"";"60";"Ветер, дующий с запада";"7";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"13.11.2020 08:00";"-1.0";"719.0";"";"";"67";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-1.5";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"12.11.2020 20:00";"1.9";"723.0";"";"";"64";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"2.9";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"12.11.2020 08:00";"-2.0";"724.0";"";"";"67";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"-2.0";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"11.11.2020 20:00";"0.3";"728.0";"";"";"55";"Ветер, дующий с запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"11.11.2020 08:00";"1.2";"721.0";"";"";"96";"Ветер, дующий с юга";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"10.11.2020 20:00";"1.8";"722.0";"";"";"87";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"0.4";"12";"";"";"";"";
"10.11.2020 08:00";"1.6";"722.0";"";"";"100";"Ветер, дующий с запада";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"1.0";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"09.11.2020 20:00";"3.5";"719.0";"";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"6.2";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.11.2020 08:00";"1.3";"719.6";"760.5";"";"87";"Ветер, дующий с юго-юго-востока";"3";"";"";"20–30%.";" ";"";"";"1.0";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"-0.7";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"6.0";
"08.11.2020 20:00";"2.6";"722.9";"763.9";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"4.6";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"2.6";"3.0";"12";"";"";"";"";
"08.11.2020 08:00";"0.2";"725.2";"766.6";"";"98";"Ветер, дующий с юго-юго-запада";"2";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"";"-0.1";"4.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"9.0";
"07.11.2020 20:00";"-6.1";"728.0";"";"";"92";"Ветер, дующий с юга";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-5.2";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"07.11.2020 08:00";"-11.1";"730.0";"";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-13.4";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"06.11.2020 20:00";"-9.7";"727.0";"";"";"72";"Ветер, дующий с запада";"4";"";"";"20–30%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"-3.3";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"06.11.2020 08:00";"-3.3";"711.0";"";"";"70";"Ветер, дующий с запада";"5";"";"";"60%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"-3.4";"";"";"";"";"";"";"";"";"7.0";"12";"";"";"";"";
"05.11.2020 20:00";"-2.2";"709.0";"";"";"98";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневая снежная крупа или небольшой град с дождем или без него, или дождь со снегом умеренные или сильные в срок наблюдения или за последний час. ";"";"";"";"-2.0";"";"";"";"";"";"";"";"7.0";"12";"";"";"";"";
"05.11.2020 08:00";"-3.7";"717.0";"";"";"85";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"-3.8";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"04.11.2020 20:00";"-1.5";"722.0";"";"";"64";"Ветер, дующий с запада";"5";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"";"";"0.3";"12";"";"";"";"";
"04.11.2020 08:00";"-1.6";"722.0";"";"";"82";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый град, или дождь и град. ";"";"";"-2.4";"";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"03.11.2020 20:00";"-0.4";"725.0";"";"";"74";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"1.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"03.11.2020 08:00";"-1.2";"725.0";"";"";"99";"Ветер, дующий с запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-3.2";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"02.11.2020 20:00";"-3.1";"727.0";"";"";"68";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"-2.0";"";"";"";"";"";"";"";"Следы осадков";"12";"";"";"";"";
"02.11.2020 08:00";"-8.5";"730.6";"773.8";"";"77";"Ветер, дующий с юго-юго-востока";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-11.8";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"5.0";
"01.11.2020 20:00";"-8.3";"734.2";"777.5";"";"78";"Ветер, дующий с юго-юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"-6.7";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-11.5";"Следы осадков";"12";"";"";"";"";
"01.11.2020 08:00";"-11.9";"734.3";"778.3";"";"85";"Ветер, дующий с северо-северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"-11.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-13.9";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"5.0";
"31.10.2020 20:00";"-8.9";"730.0";"";"";"76";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"-2.0";"";"";"";"";"";"";"";"0.5";"12";"";"";"";"";
"31.10.2020 08:00";"-2.7";"723.0";"";"";"99";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-2.7";"";"";"";"";"";"";"10.0";"";"0.2";"12";"";"";"";"";
"30.10.2020 20:00";"-2.2";"726.0";"";"";"56";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
